id,name,state,category,featured
3192,Double H Hole In The Woods Ranch Inc,NEW_YORK,RECREATION_SPORTS,
3193,Continuecare Hospital Of Tyler Incorporated,TEXAS,HEALTH_CARE,NATIONAL
3194,Rehabilitation Hospital Of The Pacific Foundation,HAWAII,HEALTH_CARE,STATE
3195,National Hemophilia Foundation,NEW_YORK,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
3196,Mercy Hospital Lincoln,MISSOURI,HEALTH_CARE,
3197,Keystone Independence Management,PENNSYLVANIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
3198,Nanea Golf Club Inc,HAWAII,RECREATION_SPORTS,STATE
3199,Messiah Lifeways Community Support Services,PENNSYLVANIA,HUMAN_SERVICES,
3200,Veterans Place Of Washington Boulevard Inc,PENNSYLVANIA,HOUSING_SHELTER,STATE
3201,Oregon Youth Soccer Association,OREGON,OTHER,
3202,University Of Maryland Orthopaedic Associates P A,MARYLAND,HIGHER_EDUCATION,
3203,Georgia Tech Foundation Funding Corporation,GEORGIA,HIGHER_EDUCATION,STATE
3204,Go Campaign,CALIFORNIA,YOUTH_DEVELOPMENT,STATE
3205,Hospice Of Hillsdale County,MICHIGAN,HUMAN_SERVICES,STATE
3206,Live The Victory Inc,COLORADO,YOUTH_DEVELOPMENT,
3207,Oklahoma Policy Inc,OKLAHOMA,PUBLIC_SOCIETAL_BENEFIT,STATE
3208,New Beginnings Inc,MAINE,HUMAN_SERVICES,STATE
3209,Project Healthy Children,MASSACHUSETTS,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
3210,Bedford Memorial Hospital,VIRGINIA,HEALTH_CARE,STATE
3211,Habitat For Humanity Choptank Inc,MARYLAND,HOUSING_SHELTER,
3212,Columbia University Retiree Medical And Life Ins Benefits Tr,NEW_YORK,MUTUAL_MEMBERSHIP_BENEFIT,STATE
3213,Richland Hospital,WISCONSIN,HEALTH_CARE,
3214,South Tech Preparatory Academy Inc,FLORIDA,K_12,
3215,Cardinal Hayes School For Special Children,NEW_YORK,K_12,STATE
3216,Council Of Community Services,VIRGINIA,HUMAN_SERVICES,
3217,La Cima Charter School,NEW_YORK,K_12,
3218,Adventist Health System Texas Inc,TEXAS,HEALTH_CARE,
3219,Refrigerating Engineers Technicians Association,OREGON,OTHER,STATE
3220,Atlanta Academy Inc,GEORGIA,K_12,
3221,City Of Muskogee Foundation,OKLAHOMA,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,STATE
3222,Sutton Community Home Inc,NEBRASKA,HEALTH_CARE,
3223,National Skills Coalition,DISTRICT_OF_COLUMBIA,EMPLOYMENT,
3224,Miss America Organization,NEW_JERSEY,UNCATEGORIZED,
3225,Shanti Project Inc,CALIFORNIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
3226,Pequot Library Association,CONNECTICUT,COMMUNITY,STATE
3227,Growth Philanthropy Network Inc,NEW_YORK,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
3228,East Boston Neighborhood Health Center Corp,MASSACHUSETTS,HEALTH_CARE,
3229,Memorial Elder Health Services,NEW_HAMPSHIRE,HUMAN_SERVICES,NATIONAL
3230,Events Industry Council,DISTRICT_OF_COLUMBIA,OTHER,STATE
3231,Lycoming Community Care Inc,PENNSYLVANIA,HEALTH_CARE,
3232,Jupiter Christian School Inc,FLORIDA,K_12,NATIONAL
3233,Omaha Conservatory Of Music,NEBRASKA,ARTS_CULTURE_HUMANITIES,
3234,Uss Missouri Memorial Association Inc,HAWAII,ARTS_CULTURE_HUMANITIES,
3235,Northlake Christian School,LOUISIANA,K_12,STATE
3236,Sacramento Association Of Realtors Inc,CALIFORNIA,OTHER,NATIONAL
3237,New Jersey Seeds Inc,NEW_JERSEY,OTHER,NATIONAL
3238,Brazos Higher Education Authority Inc,TEXAS,OTHER,
3239,Trudeau Institute Inc,NEW_YORK,MEDICAL_RESEARCH,
3240,Glynn Brunswick Memorial Hospital Authority,GEORGIA,HEALTH_CARE,STATE
3241,Institute Of Academic Excellence,LOUISIANA,K_12,
3242,Homeless Prenatal Program Inc,CALIFORNIA,HUMAN_SERVICES,
3243,Kansas City Campus For Animal Care,MISSOURI,ANIMAL_RELATED,STATE
3244,Conference Of Consulting Actuaries,ILLINOIS,UNCATEGORIZED,STATE
3245,Musicians Foundation Inc,NEW_YORK,OTHER,
3246,Concord Christain Academy Giving Going Alliance,NEW_HAMPSHIRE,HIGHER_EDUCATION,
3247,Roofing Sheet Metal Emp Assoc Of Grand Rapids,MICHIGAN,OTHER,STATE
3248,Childhaven Washington,WASHINGTON,HUMAN_SERVICES,NATIONAL
3249,What Matters Ministries And Missions,GEORGIA,RELIGION_RELATED,STATE
3250,Shared Harvest Foodbank Inc,OHIO,HUMAN_SERVICES,STATE
3251,Hover Community Inc,COLORADO,UNCATEGORIZED,
3252,Mercy Foundation North,CALIFORNIA,HEALTH_CARE,
3253,St Francis Health Services Employee Medical Plan Trust,MINNESOTA,OTHER,NATIONAL
3254,Business Council,DISTRICT_OF_COLUMBIA,OTHER,STATE
3255,White Horse Village Inc,PENNSYLVANIA,HUMAN_SERVICES,
3256,John D Archbold Memorial Hospital Inc,GEORGIA,HEALTH_CARE,STATE
3257,Planes Of Fame Air Museum,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
3258,Houston Gateway Academy Inc,TEXAS,K_12,
3259,St Matthews House,FLORIDA,HUMAN_SERVICES,NATIONAL
3260,Great Hearts America Texas,ARIZONA,OTHER,STATE
3261,Ronald Reagan Presidential Foundation And Institute,CALIFORNIA,ARTS_CULTURE_HUMANITIES,STATE
3262,Fuel Freedom Foundation,CALIFORNIA,SCIENCE_TECHNOLOGY,STATE
3263,Better Business Bureau Of Wisconsin Inc,WISCONSIN,OTHER,
3264,Associated General Contractors Of Minnesota Inc,MINNESOTA,OTHER,STATE
3265,Plan International Usa Inc,RHODE_ISLAND,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
3266,Epworth Living Inc,OKLAHOMA,HUMAN_SERVICES,STATE
3267,United Methodist City Society,NEW_YORK,HUMAN_SERVICES,NATIONAL
3268,U S Committee For Refugees And Immigrants Inc,VIRGINIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,STATE
3269,Utah Military Academy,UTAH,K_12,NATIONAL
3270,Audere,WASHINGTON,UNCATEGORIZED,STATE
3271,Utah Valley Convention And Visitors Bureau Inc,UTAH,OTHER,STATE
3272,American Association For Pediatric Ophthalmology Strabismus,CALIFORNIA,MEDICAL_RESEARCH,STATE
3273,St Georges Independent Schools Foundation,TENNESSEE,OTHER,NATIONAL
3274,Esplanade Association Inc,MASSACHUSETTS,ENVIRONMENT,NATIONAL
3275,Children Have Options In Caring Environments Inc,OHIO,HUMAN_SERVICES,
3276,World Senior Games Inc,UTAH,RECREATION_SPORTS,
3277,Fellowship Village,IOWA,HUMAN_SERVICES,STATE
3278,Lubbock Christian University,TEXAS,HIGHER_EDUCATION,STATE
3279,Emma Pendleton Bradley Hospital,RHODE_ISLAND,MENTAL_HEALTH_CRISIS_INTERVENTION,
3280,Partners In Care Foundation Inc,CALIFORNIA,HEALTH_CARE,STATE
3281,Lutheran Social Services Of North Dakota,,HUMAN_SERVICES,
3282,The San Francisco Particular Council Of The Society Of St,CALIFORNIA,HUMAN_SERVICES,
3283,Charleston Symphony Orchestra,SOUTH_CAROLINA,ARTS_CULTURE_HUMANITIES,STATE
3284,Nafsa Association Of International Educators,DISTRICT_OF_COLUMBIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,STATE
3285,Dreams For Change,CALIFORNIA,HUMAN_SERVICES,STATE
3286,National Confectioners Association,DISTRICT_OF_COLUMBIA,OTHER,NATIONAL
3287,Lutheran Home,MINNESOTA,HOUSING_SHELTER,STATE
3288,Big Cat Rescue Corp,FLORIDA,ANIMAL_RELATED,NATIONAL
3289,Professional Photographers Of America Inc,GEORGIA,UNCATEGORIZED,STATE
3290,Defiance Hospital Inc,OHIO,HEALTH_CARE,NATIONAL
3291,Reuben Gittelman Hebrew Day School,NEW_YORK,K_12,
3292,Milton J Dance Jr Endowment Inc,MARYLAND,UNCATEGORIZED,STATE
3293,The Laboure Society,MINNESOTA,RELIGION_RELATED,
3294,Bucks County Conference Visitors Bureau Inc,PENNSYLVANIA,OTHER,STATE
3295,Tri Valley Medical Inc,CALIFORNIA,UNCATEGORIZED,STATE
3296,Hampton Roads Community Foundation,VIRGINIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3297,Muse Ique,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
3298,Relief Resources Inc,NEW_YORK,MENTAL_HEALTH_CRISIS_INTERVENTION,
3299,Statesville Christian School Inc,NORTH_CAROLINA,K_12,
3300,Educational And Research Foundation For The American Academy Of Facial,VIRGINIA,OTHER,
3301,Kent Food Bank And Emergency Services,WASHINGTON,HUMAN_SERVICES,STATE
3302,Project Access Foundation Inc,FLORIDA,OTHER,NATIONAL
3303,Trinity Health Systems Inc,IOWA,HEALTH_CARE,STATE
3304,Dothan Houston County Intellectual Disabilites Board Inc,ALABAMA,HUMAN_SERVICES,
3305,Adolescent Treatment Alternatives Incorporated,PENNSYLVANIA,MENTAL_HEALTH_CRISIS_INTERVENTION,
3306,American Guild Of Variety Artists Welfare Tr Fund,NEW_YORK,OTHER,NATIONAL
3307,Groundworks Collaborative Inc,VERMONT,HOUSING_SHELTER,
3308,Hispanic Association Of Colleges And Universities,TEXAS,OTHER,
3309,Habib University Foundation Us,CONNECTICUT,OTHER,STATE
3310,Father Mc Givney Catholic High School,ILLINOIS,K_12,NATIONAL
3311,Lakewood Yacht Club,TEXAS,OTHER,
3312,New York Institute Of Technology,NEW_YORK,HIGHER_EDUCATION,
3313,Prestera Center For Mental Health,WEST_VIRGINIA,MENTAL_HEALTH_CRISIS_INTERVENTION,
3314,Thermostat Recycling Corporation,PENNSYLVANIA,PUBLIC_SOCIETAL_BENEFIT,
3315,Rutgers Council Of American Assoc Of University Professors Chapters,NEW_JERSEY,OTHER,STATE
3316,Usa Poultry Egg Export Council Inc,GEORGIA,OTHER,STATE
3317,University Of Minnesota Foundation,MINNESOTA,HIGHER_EDUCATION,STATE
3318,Consolidated Telephone Company,MINNESOTA,UNCATEGORIZED,STATE
3319,Magdala Foundation,MISSOURI,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
3320,The Northeast Health Group Inc,PENNSYLVANIA,HEALTH_CARE,STATE
3321,Disabled Sports Usa New Hampshire,NEW_HAMPSHIRE,RECREATION_SPORTS,STATE
3322,Athens Hocking County Recycling Centers Inc,OHIO,ENVIRONMENT,
3323,A G Rhodes Home Inc,GEORGIA,UNCATEGORIZED,NATIONAL
3324,Young Mens Christian Association Of Mount Vernon Ohio,OHIO,HUMAN_SERVICES,
3325,Genesee Christian Day Care Service,MICHIGAN,RELIGION_RELATED,
3326,Hearing And Speech Agency Of Metropolitan Baltimore Inc,MARYLAND,UNCATEGORIZED,
3327,Mercy Hospital Nd,NORTH_DAKOTA,HEALTH_CARE,NATIONAL
3328,Baptist Memorial Hospital Golden Triangle Inc,MISSISSIPPI,HEALTH_CARE,STATE
3329,Jameson Inc,INDIANA,YOUTH_DEVELOPMENT,
3330,Welllife Network Inc,NEW_YORK,HUMAN_SERVICES,STATE
3331,Our House Inc Ar,ARKANSAS,HOUSING_SHELTER,
3332,State Historical Society Of Missouri,MISSOURI,ARTS_CULTURE_HUMANITIES,
3333,American College Of Gastroenterology Inc,MARYLAND,MEDICAL_RESEARCH,
3334,Michigan Townships Association,MICHIGAN,OTHER,
3335,Global Genes,CALIFORNIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,NATIONAL
3336,Reality House Inc,NEW_YORK,UNCATEGORIZED,
3337,Hebrew Community Services Inc,CONNECTICUT,HEALTH_CARE,STATE
3338,Project New Hope,CALIFORNIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
3339,Nysarc Inc Franklin Hamilton Counties Chapter,NEW_YORK,UNCATEGORIZED,
3340,Grand View University,IOWA,HIGHER_EDUCATION,NATIONAL
3341,Municipal Theatre Association Of St Louis,MISSOURI,ARTS_CULTURE_HUMANITIES,
3342,Alpha Sigma Phi Fraternity,COLORADO,COMMUNITY,
3343,Clifford W Beers Guidance Clinic Incorporated,CONNECTICUT,MENTAL_HEALTH_CRISIS_INTERVENTION,
3344,Presbyterian Christian School,MISSISSIPPI,K_12,
3345,Gordon Conwell Theological Seminary Inc,MASSACHUSETTS,HIGHER_EDUCATION,STATE
3346,Western Manufactured Housing Communities Association,CALIFORNIA,OTHER,
3347,Better Choice Foundation,LOUISIANA,K_12,STATE
3348,Maimonides School,MASSACHUSETTS,K_12,STATE
3349,Bridgeway Services Inc,MICHIGAN,CRIME_LEGAL_RELATED,STATE
3350,Cornerstone Advocacy Service,MINNESOTA,HUMAN_SERVICES,
3351,Northern Illinois Cancer Treatment Center,ILLINOIS,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
3352,Elizabeth Seton Residence Inc,MASSACHUSETTS,UNCATEGORIZED,STATE
3353,Los Angeles City Employees Assoc,CALIFORNIA,OTHER,
3354,New Era Employee Welfare Benefit Plan Trust,TEXAS,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,STATE
3355,Banchero Disability Partners,WASHINGTON,UNCATEGORIZED,NATIONAL
3356,Meals On Wheels Of San Francisco Inc,CALIFORNIA,FOOD_AGRICULTURE_NUTRITION,NATIONAL
3357,Yakima Valley Council On Alcoholism,WASHINGTON,MENTAL_HEALTH_CRISIS_INTERVENTION,
3358,Addiction Treatment Center Of New England Inc,MASSACHUSETTS,UNCATEGORIZED,
3359,Goodwill Foundation Of Central And Southern Indiana Inc,INDIANA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
3360,Guadalupe Center Educational Programs Inc,UTAH,OTHER,STATE
3361,Hyles Anderson College Inc,INDIANA,HIGHER_EDUCATION,
3362,Karen Ann Quinlan Center Of Hope Hospice,NEW_JERSEY,HEALTH_CARE,STATE
3363,Tri Cities Chaplaincy,WASHINGTON,HUMAN_SERVICES,STATE
3364,Peacetech Lab,DISTRICT_OF_COLUMBIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
3365,Arkansas Arts Center Foundation,ARKANSAS,ARTS_CULTURE_HUMANITIES,STATE
3366,Studio School,NEW_YORK,K_12,
3367,Eden South County Inc,CALIFORNIA,UNCATEGORIZED,
3368,American Tinnitus Association,VIRGINIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
3369,Prairie View A M University Foundation,,HIGHER_EDUCATION,
3370,Marist School Inc,GEORGIA,K_12,NATIONAL
3371,League Of Conservation Voters,DISTRICT_OF_COLUMBIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,STATE
3372,William Newton Healthcarefoundation Inc,KANSAS,HEALTH_CARE,
3373,Site Santa Fe,NEW_MEXICO,ARTS_CULTURE_HUMANITIES,
3374,Rebuilding Together Silicon Valley,CALIFORNIA,HOUSING_SHELTER,
3375,American Society Of Naval Engineers,VIRGINIA,SCIENCE_TECHNOLOGY,NATIONAL
3376,Satellite Senior Homes Inc,CALIFORNIA,UNCATEGORIZED,STATE
3377,Little Hocking Water Association Inc,OHIO,OTHER,
3378,Andrews Osborne Academy,OHIO,K_12,
3379,Goodwill Retail Services Inc,WISCONSIN,EMPLOYMENT,
3380,Wisconsin Public Broadcasting Foundation Inc,WISCONSIN,ARTS_CULTURE_HUMANITIES,STATE
3381,Clarence E Mc Clendon Ministries Full Harvest International Church,CALIFORNIA,RELIGION_RELATED,STATE
3382,Pedagogy International Inc,FLORIDA,OTHER,STATE
3383,Merrie Woode Foundation Inc,NORTH_CAROLINA,UNKNOWN,STATE
3384,Ahf Kentucky Iowa Inc,OHIO,HEALTH_CARE,STATE
3385,Citizens Of The World Charter School New York 1,NEW_YORK,K_12,STATE
3386,Westside Community School Of The Arts,OHIO,K_12,STATE
3387,Oparc,CALIFORNIA,EMPLOYMENT,NATIONAL
3388,Hoffmann Hospice Of The Valley Inc,CALIFORNIA,HUMAN_SERVICES,STATE
3389,Valley Vna Health Systems Inc,WISCONSIN,HEALTH_CARE,
3390,Partners In Careers,WASHINGTON,UNKNOWN,STATE
3391,Okizu Foundation,CALIFORNIA,HUMAN_SERVICES,
3392,Castle Medical Center,CALIFORNIA,HEALTH_CARE,
3393,Kearney Family Young Mens Christian Association,NEBRASKA,HUMAN_SERVICES,
3394,Lakes International Language Academy,MINNESOTA,K_12,
3395,Legionaries Of Christ,GEORGIA,RELIGION_RELATED,
3396,Middlewoods Of Newington Inc,CONNECTICUT,HEALTH_CARE,NATIONAL
3397,Longyear Foundation,MASSACHUSETTS,ARTS_CULTURE_HUMANITIES,
3398,Grhs Fmch Community Health Foundation,IOWA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3399,Fair St Louis Foundation,MISSOURI,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,STATE
3400,Military Bowl Foundation Inc,DISTRICT_OF_COLUMBIA,OTHER,
3401,Airlink Inc,DISTRICT_OF_COLUMBIA,PUBLIC_SAFETY_DISASTER_PREPAREDNESS_RELIEF,
3402,Mc Preparatory School Of Wisconsin Inc,WISCONSIN,K_12,STATE
3403,Fox Cities Performing Arts Center Inc,WISCONSIN,ARTS_CULTURE_HUMANITIES,STATE
3404,V M I Foundation Incorporated,VIRGINIA,HIGHER_EDUCATION,
3405,Junior Achievement Of The Michigan Great Lakes,MICHIGAN,YOUTH_DEVELOPMENT,STATE
3406,Graywolf Press,MINNESOTA,ARTS_CULTURE_HUMANITIES,
3407,Annapolis Yacht Club Inc,MARYLAND,OTHER,
3408,Alliance For Children,NORTH_CAROLINA,COMMUNITY,
3409,United Church Homes And Services,NORTH_CAROLINA,HUMAN_SERVICES,STATE
3410,Sunrise Movement,DISTRICT_OF_COLUMBIA,ENVIRONMENT,
3411,Campus Auxiliary Services Inc,NEW_YORK,HIGHER_EDUCATION,STATE
3412,Destin Charity Wine Auction Foundation Inc,FLORIDA,MUTUAL_MEMBERSHIP_BENEFIT,
3413,Navigator Schools,CALIFORNIA,K_12,STATE
3414,Madison Community Hospital Inc,MICHIGAN,HEALTH_CARE,
3415,Near West Intergenerational School,OHIO,K_12,STATE
3416,Center For Pan Asian Community Services Inc,GEORGIA,HUMAN_SERVICES,
3417,Community Network For Behavioral Healthcare Inc,MISSOURI,MENTAL_HEALTH_CRISIS_INTERVENTION,
3418,Veterans Consortium Pro Bono Program,DISTRICT_OF_COLUMBIA,PUBLIC_SOCIETAL_BENEFIT,STATE
3419,Professional Counseling Associates Inc,ARKANSAS,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
3420,Denver Urban Gardens,COLORADO,ENVIRONMENT,
3421,Mesalands Community College Foundation Inc,NEW_MEXICO,HIGHER_EDUCATION,
3422,Kentucky Education Assn,KENTUCKY,OTHER,
3423,Mccloud Healthcare Clinic Inc,CALIFORNIA,HEALTH_CARE,NATIONAL
3424,Animal Protection Of New Mexico Inc,NEW_MEXICO,ANIMAL_RELATED,
3425,Red River Human Services Foundation,NORTH_DAKOTA,OTHER,STATE
3426,Stoddard Baptist Home,DISTRICT_OF_COLUMBIA,UNKNOWN,NATIONAL
3427,Mississippi Baptist Medical Center,MISSISSIPPI,HEALTH_CARE,NATIONAL
3428,Buffalo Seminary,NEW_YORK,K_12,
3429,Walla Walla Community Hospice,WASHINGTON,HUMAN_SERVICES,
3430,Quest Ecss Corp,FLORIDA,HUMAN_SERVICES,STATE
3431,Community Programs Of Westchester Jewish Community Services,NEW_YORK,UNCATEGORIZED,
3432,West Texas Safety Training Center,TEXAS,PUBLIC_SAFETY_DISASTER_PREPAREDNESS_RELIEF,NATIONAL
3433,St Croix Preparatory Academy,MINNESOTA,K_12,STATE
3434,Emmaus Homes Inc,MISSOURI,HUMAN_SERVICES,STATE
3435,M D Anderson Services Corporation,TEXAS,HEALTH_CARE,NATIONAL
3436,Methodist Hospital Plainview Texas,TEXAS,HEALTH_CARE,STATE
3437,St Marys Hospital,MISSOURI,HEALTH_CARE,
3438,Robert Janice Mc Nair Educational Foundation,TEXAS,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3439,Calumet College,INDIANA,HIGHER_EDUCATION,
3440,St Vincent De Paul Village Inc,CALIFORNIA,HUMAN_SERVICES,STATE
3441,Pathways Of Southwestern Pennsylvania Inc,PENNSYLVANIA,HUMAN_SERVICES,NATIONAL
3442,Vista Foundation,PENNSYLVANIA,OTHER,STATE
3443,Evjue Foundation Inc,WISCONSIN,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
3444,Ecole Bilingue,CALIFORNIA,K_12,
3445,Historical Society Of Washington Dc,DISTRICT_OF_COLUMBIA,ARTS_CULTURE_HUMANITIES,STATE
3446,Dallas Life Inc,TEXAS,RELIGION_RELATED,
3447,Bioadvance,PENNSYLVANIA,YOUTH_DEVELOPMENT,
3448,Goodwill Industries Of Middle Tennessee Inc,TENNESSEE,EMPLOYMENT,NATIONAL
3449,Global Forum On Msm Hiv,CALIFORNIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
3450,Georgia Association Of Water Professionals Inc,GEORGIA,ENVIRONMENT,NATIONAL
3451,Jewish Camp And Conference Service Inc,MARYLAND,RECREATION_SPORTS,
3452,Muscatine Community Y,IOWA,HUMAN_SERVICES,
3453,Freedom Fund,NEW_YORK,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
3454,Eastern Eight Community Development Corporation,TENNESSEE,HOUSING_SHELTER,STATE
3455,Chesapeake Regional Medical Group,VIRGINIA,HEALTH_CARE,
3456,Wonderspring,PENNSYLVANIA,K_12,NATIONAL
3457,New Jersey State Association Of Chiefs Of Police,NEW_JERSEY,OTHER,
3458,Zaytuna College,CALIFORNIA,HIGHER_EDUCATION,
3459,Hospice Of The Valleys Sc,CALIFORNIA,HUMAN_SERVICES,
3460,Spokane Treatment And Recovery Services,WASHINGTON,UNCATEGORIZED,STATE
3461,Ajfc Community Action Agency,MISSISSIPPI,HUMAN_SERVICES,
3462,Society Of St Vincent De Paul Particular Council Of San Mateo,CALIFORNIA,HUMAN_SERVICES,
3463,Art Museum Support Corporation,OHIO,ARTS_CULTURE_HUMANITIES,STATE
3464,Central Counties Health Centers Inc,ILLINOIS,HEALTH_CARE,
3465,St Augustine College,ILLINOIS,HIGHER_EDUCATION,
3466,East Lake Village Community,CALIFORNIA,RECREATION_SPORTS,
3467,North Lawndale College Preparatory Charter High School,ILLINOIS,K_12,NATIONAL
3468,Saint Joseph Regional Medical Center Inc,INDIANA,HEALTH_CARE,
3469,North Carolina Home Builders Association Inc,NORTH_CAROLINA,OTHER,
3470,School Of The Performing Arts In The Richmond Community Sparc,VIRGINIA,ARTS_CULTURE_HUMANITIES,
3471,Near West Theatre,OHIO,ARTS_CULTURE_HUMANITIES,NATIONAL
3472,Equality Charter School,NEW_YORK,K_12,NATIONAL
3473,Edventuremore,CALIFORNIA,OTHER,
3474,Francophone Charter School Of Oakland,CALIFORNIA,K_12,
3475,New York Committee For Occupational Safety And Health Inc,NEW_YORK,OTHER,NATIONAL
3476,Texas High School Rodeo Association Inc,TEXAS,HIGHER_EDUCATION,STATE
3477,Tri County Council Foundation Inc,MARYLAND,OTHER,
3478,Broadway Cares Equity Fights Aids Inc,NEW_YORK,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
3479,Community Counseling Center Of San Luis Obispo County,CALIFORNIA,UNCATEGORIZED,STATE
3480,Winthrop Park School Inc,MASSACHUSETTS,K_12,
3481,Mission Of Mercy Inc,PENNSYLVANIA,HEALTH_CARE,NATIONAL
3482,Charity Navigator,NEW_JERSEY,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3483,Wingate University,NORTH_CAROLINA,HIGHER_EDUCATION,NATIONAL
3484,The Johns Hopkins Hospital,MARYLAND,HEALTH_CARE,STATE
3485,Womens Economic Ventures,CALIFORNIA,PUBLIC_SOCIETAL_BENEFIT,
3486,Horizons Mental Health Center,KANSAS,MENTAL_HEALTH_CRISIS_INTERVENTION,
3487,Wild Iris Family Counseling Crisis Center,CALIFORNIA,HUMAN_SERVICES,STATE
3488,Southwest Educational Development Corporation Sedl Hcsr,NEW_YORK,COMMUNITY,NATIONAL
3489,Galaxy Education Inc,FLORIDA,K_12,NATIONAL
3490,Catholic World Mission,GEORGIA,RELIGION_RELATED,
3491,Penn South Social Services Inc,NEW_YORK,HUMAN_SERVICES,NATIONAL
3492,Verite Inc,MASSACHUSETTS,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
3493,Academy Of Greatness Excellence,NEW_JERSEY,K_12,
3494,League Of Women Voters Of The United States,DISTRICT_OF_COLUMBIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,
3495,Evergreen State College Foundation,WASHINGTON,HIGHER_EDUCATION,NATIONAL
3496,Martis Fund,CALIFORNIA,ENVIRONMENT,
3497,Charlotte Family Housing Inc,NORTH_CAROLINA,HOUSING_SHELTER,STATE
3498,Whittier Street Health Center Committere Inc,MASSACHUSETTS,HEALTH_CARE,
3499,Kelberman Center Inc,NEW_YORK,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,NATIONAL
3500,Exeter Hospital Inc,NEW_HAMPSHIRE,HEALTH_CARE,NATIONAL
3501,North Penn Legal Services Inc,PENNSYLVANIA,CRIME_LEGAL_RELATED,
3502,Quality Insights Inc,WEST_VIRGINIA,UNCATEGORIZED,NATIONAL
3503,Cedar Rapids Metro Economic Alliance,IOWA,UNCATEGORIZED,STATE
3504,Allegany County Community Opportunities And Rural Developmen,NEW_YORK,UNCATEGORIZED,STATE
3505,Urban School Of San Francisco,CALIFORNIA,K_12,
3506,Holmes Regional Medical Center,FLORIDA,HEALTH_CARE,
3507,The Independent Living Center Inc,MISSOURI,ARTS_CULTURE_HUMANITIES,STATE
3508,Valley Hunt Club,CALIFORNIA,OTHER,STATE
3509,Iit Bombay Heritage Foundation,CALIFORNIA,OTHER,
3510,Resurrection University,ILLINOIS,HIGHER_EDUCATION,NATIONAL
3511,Pathway Caring For Children,OHIO,HUMAN_SERVICES,STATE
3512,Communitygiving,MINNESOTA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3513,Community Foundation Of Fayette County Pennsylvania,PENNSYLVANIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
3514,Academic Senate For California Community Colleges,CALIFORNIA,HIGHER_EDUCATION,
3515,Mechanical Contractors Assn Ua 119 Welfare Plan,ALABAMA,OTHER,
3516,American Theological Library Assoc,ILLINOIS,OTHER,
3517,Marion County Healthcare Foundation,SOUTH_CAROLINA,HEALTH_CARE,
